,finess,type
31574,680011541,Privé
31575,680011558,Public
31576,680011632,Privé
31577,680011681,Privé
31578,680011723,Privé
31579,680011863,Privé
31580,680012101,Public
31581,680012143,Privé
31582,680012176,Privé
31583,680012192,Privé
31584,680012226,Privé
31585,680012242,Privé
31586,680012275,Privé
31587,680012291,Privé
31588,680012325,Privé
31589,680012432,Privé
31590,680012580,Privé
31591,680012614,Privé
31592,680012630,Privé
31593,680012648,Public
31594,680012663,Privé
31595,680012689,Privé
31596,680012697,Privé
31597,680012820,Privé
31598,680013026,Privé
31599,680013307,Privé
31600,680013315,Public
31601,680013356,Privé
31602,680013372,Privé
31603,680013406,Privé
31604,680013463,Privé
31605,680013539,Privé
31606,680013687,Privé
31607,680013711,Privé
31608,680013745,Public
31609,680013919,Privé
31610,680013935,Privé
31611,680013950,Privé
31612,680014032,Privé
31613,680014057,Privé
31614,680014099,Privé
31615,680014131,Privé
31616,680014305,Privé
31617,680014495,Public
31618,680014537,Privé
31619,680014594,Privé
31620,680014610,Privé
31621,680014727,Privé
31622,680014743,Privé
31623,680014776,Privé
31624,680014792,Privé
31625,680014826,Privé
31626,680014842,Privé
31627,680014875,Privé
31628,680014891,Privé
31629,680014925,Privé
31630,680014941,Privé
31631,680014974,Privé
31632,680014990,Privé
31633,680015013,Privé
31634,680015047,Privé
31635,680015062,Privé
31636,680015096,Privé
31637,680015112,Privé
31638,680015146,Privé
31639,680015161,Privé
31640,680015195,Privé
31641,680015211,Privé
31642,680015245,Privé
31643,680015260,Privé
31644,680015294,Privé
31645,680015344,Privé
31646,680015377,Privé
31647,680015393,Privé
31648,680015427,Privé
31649,680015443,Privé
31650,680015476,Privé
31651,680015492,Privé
31652,680015542,Privé
31653,680015575,Privé
31654,680015591,Privé
31655,680015609,Privé
31656,680015625,Privé
31657,680015641,Privé
31658,680015674,Privé
31659,680015690,Privé
31660,680015708,Privé
31661,680015724,Privé
31662,680015740,Privé
31663,680015765,Privé
31664,680015781,Privé
31665,680015815,Privé
31666,680015831,Privé
31667,680015864,Privé
31668,680015880,Privé
31669,680015914,Privé
31670,680015930,Privé
31671,680015963,Privé
31672,680016011,Privé
31673,680016219,Privé
31674,680016862,Public
31675,680016896,Privé
31676,680017365,Privé
31677,680017381,Privé
31678,680017415,Privé
31679,680017506,Privé
31680,680017811,Privé
31681,680017837,Privé
31682,680018165,Privé
31683,680018199,Privé
31684,680018207,Privé
31685,680018306,Privé
31686,680018611,Privé
31687,680018645,Privé
31688,680018728,Public
31689,680018900,Privé
31690,680018926,Privé
31691,680019007,Public
31692,680019023,Privé
31693,680019080,Privé
31694,680019106,Privé
31695,680019155,Privé
31696,680019213,Public
31697,680019403,Privé
31698,680019817,Privé
31699,680019908,Privé
31700,680020062,Privé
31701,680020278,Privé
31702,680020310,Public
31703,680020336,Public
31704,680020419,Privé
31705,680020450,Privé
31706,680020641,Public
31707,680020666,Public
31708,680020682,Privé
31709,680020716,Public
31710,680020807,Public
31711,680020856,Public
31712,680020906,Privé
31713,680020922,Privé
31714,680021094,Privé
31715,680021110,Privé
31716,680021136,Privé
31717,680021169,Privé
31718,680021185,Privé
31719,680021300,Privé
31720,680021441,Privé
31721,680021458,Privé
31722,680021490,Privé
31723,680021532,Public
31724,680021664,Privé
31725,680021706,Public
31726,680021722,Privé
31727,680021748,Privé
31728,680021755,Privé
31729,680021821,Privé
31730,680021854,Privé
31731,680021888,Privé
31732,680021912,Privé
31733,680021961,Privé
31734,680021979,Privé
31735,680022001,Privé
31736,680022027,Privé
31737,680022043,Privé
31738,680022076,Privé
31739,680022100,Privé
31740,680022134,Privé
31741,680022159,Privé
31742,680022175,Privé
31743,680022191,Privé
31744,680022225,Privé
31745,680022241,Privé
31746,680022274,Privé
31747,680022290,Privé
31748,680022316,Privé
31749,680022332,Privé
31750,680022357,Privé
31751,680022373,Privé
31752,680022399,Privé
31753,680022415,Privé
31754,680022456,Public
31755,680022522,Privé
31756,680022696,Privé
31757,680022712,Privé
31758,680022738,Privé
31759,680022779,Privé
31760,680022795,Privé
31761,690000104,Privé
31762,690000112,Privé
31763,690000146,Privé
31764,690000195,Privé
31765,690000203,Privé
31766,690000229,Privé
31767,690000252,Privé
31768,690000278,Privé
31769,690000294,Privé
31770,690000310,Privé
31771,690000377,Privé
31772,690000385,Privé
31773,690000450,Privé
31774,690000468,Privé
31775,690000476,Privé
31776,690000484,Privé
31777,690000500,Privé
31778,690000542,Privé
31779,690000559,Privé
31780,690000690,Public
31781,690000724,Privé
31782,690000732,Privé
31783,690000781,Public
31784,690000799,Public
31785,690000823,Public
31786,690000831,Public
31787,690000849,Public
31788,690000864,Privé
31789,690000914,Privé
31790,690000922,Privé
31791,690000971,Privé
31792,690000997,Privé
31793,690001011,Privé
31794,690001029,Privé
31795,690001045,Privé
31796,690001052,Privé
31797,690001086,Privé
31798,690001151,Privé
31799,690001193,Privé
31800,690001201,Privé
31801,690001250,Privé
31802,690001367,Privé
31803,690001425,Privé
31804,690001532,Public
31805,690001557,Privé
31806,690001565,Privé
31807,690001581,Privé
31808,690001599,Privé
31809,690001615,Privé
31810,690001623,Privé
31811,690001748,Privé
31812,690001771,Privé
31813,690001862,Privé
31814,690001870,Privé
31815,690001904,Privé
31816,690001912,Privé
31817,690001920,Privé
31818,690001938,Privé
31819,690001946,Privé
31820,690001961,Privé
31821,690001979,Privé
31822,690001987,Privé
31823,690001995,Privé
31824,690002019,Privé
31825,690002027,Privé
31826,690002035,Privé
31827,690002068,Privé
31828,690002118,Privé
31829,690002159,Privé
31830,690002167,Privé
31831,690002175,Privé
31832,690002183,Privé
31833,690002191,Privé
31834,690002209,Privé
31835,690002225,Privé
31836,690002258,Privé
31837,690002266,Privé
31838,690002274,Privé
31839,690002282,Privé
31840,690002290,Privé
31841,690002332,Privé
31842,690002340,Privé
31843,690002373,Privé
31844,690002381,Privé
31845,690002407,Privé
31846,690002423,Privé
31847,690002431,Public
31848,690002498,Privé
31849,690002506,Privé
31850,690002548,Privé
31851,690002605,Privé
31852,690002639,Privé
31853,690002654,Privé
31854,690002712,Privé
31855,690003025,Privé
31856,690003066,Privé
31857,690003108,Privé
31858,690003272,Privé
31859,690003405,Privé
31860,690003447,Privé
31861,690003470,Privé
31862,690003579,Privé
31863,690003678,Privé
31864,690003728,Privé
31865,690003751,Privé
31866,690004809,Privé
31867,690005038,Privé
31868,690005178,Privé
31869,690005301,Privé
31870,690005368,Privé
31871,690005939,Privé
31872,690006069,Privé
31873,690006119,Privé
31874,690006218,Privé
31875,690006499,Privé
31876,690006598,Privé
31877,690006655,Privé
31878,690006739,Privé
31879,690006796,Privé
31880,690006804,Privé
31881,690006812,Privé
31882,690006929,Privé
31883,690006945,Privé
31884,690006986,Privé
31885,690007034,Privé
31886,690007042,Privé
31887,690007059,Privé
31888,690007091,Privé
31889,690007158,Privé
31890,690007166,Privé
31891,690007182,Privé
31892,690007265,Privé
31893,690007489,Privé
31894,690007562,Privé
31895,690007596,Privé
31896,690007612,Privé
31897,690007638,Privé
31898,690007646,Privé
31899,690007661,Privé
31900,690007695,Privé
31901,690007711,Privé
31902,690007745,Privé
31903,690007760,Privé
31904,690007794,Privé
31905,690007810,Privé
31906,690007844,Privé
31907,690007877,Privé
31908,690007893,Privé
31909,690007927,Privé
31910,690007943,Privé
31911,690007976,Privé
31912,690007992,Privé
31913,690008024,Privé
31914,690008040,Privé
31915,690008065,Privé
31916,690008081,Privé
31917,690008115,Privé
31918,690008131,Privé
31919,690008164,Privé
31920,690008180,Privé
31921,690008214,Privé
31922,690008230,Privé
31923,690008263,Privé
31924,690008297,Privé
31925,690008313,Privé
31926,690008347,Privé
31927,690008362,Privé
31928,690008396,Privé
31929,690008412,Privé
31930,690008446,Privé
31931,690008461,Privé
31932,690008495,Privé
31933,690008511,Privé
31934,690008545,Privé
31935,690008560,Privé
31936,690008594,Privé
31937,690008610,Privé
31938,690008644,Privé
31939,690008677,Privé
31940,690008693,Privé
31941,690008727,Privé
31942,690008743,Privé
31943,690008776,Privé
31944,690008792,Privé
31945,690008826,Privé
31946,690008842,Privé
31947,690008875,Privé
31948,690008891,Privé
31949,690008925,Privé
31950,690008941,Privé
31951,690008974,Privé
31952,690009014,Privé
31953,690009030,Privé
31954,690009063,Privé
31955,690009097,Privé
31956,690009113,Privé
31957,690009147,Privé
31958,690009162,Privé
31959,690009196,Privé
31960,690009212,Privé
31961,690009246,Privé
31962,690009261,Privé
31963,690009279,Privé
31964,690009295,Privé
31965,690009311,Privé
31966,690009345,Privé
31967,690009378,Public
31968,690009394,Privé
31969,690009410,Privé
31970,690009444,Privé
31971,690009477,Privé
31972,690009493,Privé
31973,690009527,Privé
31974,690009543,Privé
31975,690009592,Privé
31976,690009626,Privé
31977,690009642,Privé
31978,690009691,Privé
31979,690009725,Privé
31980,690009741,Privé
31981,690009774,Privé
31982,690009790,Privé
31983,690009824,Privé
31984,690009840,Privé
31985,690009865,Privé
31986,690009881,Privé
31987,690009915,Privé
31988,690009931,Privé
31989,690009964,Privé
31990,690009980,Privé
31991,690010012,Privé
31992,690010046,Privé
31993,690010061,Privé
31994,690010095,Privé
31995,690010194,Privé
31996,690010210,Privé
31997,690010244,Privé
31998,690010277,Privé
31999,690010327,Privé
32000,690010343,Privé
32001,690010392,Privé
32002,690010426,Privé
32003,690010442,Privé
32004,690010459,Privé
32005,690010475,Privé
32006,690010491,Privé
32007,690010525,Privé
32008,690010541,Privé
32009,690010574,Privé
32010,690010590,Privé
32011,690010624,Privé
32012,690010640,Privé
32013,690010665,Privé
32014,690010681,Privé
32015,690010715,Privé
32016,690010731,Privé
32017,690010764,Privé
32018,690010780,Privé
32019,690010814,Privé
32020,690010830,Privé
32021,690010863,Privé
32022,690010897,Privé
32023,690010913,Privé
32024,690010947,Privé
32025,690010962,Privé
32026,690010996,Privé
32027,690011010,Privé
32028,690011044,Privé
32029,690011077,Privé
32030,690011093,Privé
32031,690011127,Privé
32032,690011176,Privé
32033,690011192,Privé
32034,690011226,Privé
32035,690011242,Privé
32036,690011275,Privé
32037,690011291,Privé
32038,690011325,Privé
32039,690011374,Privé
32040,690011390,Privé
32041,690011424,Privé
32042,690011440,Privé
32043,690011465,Privé
32044,690011481,Privé
32045,690011515,Privé
32046,690011531,Privé
32047,690011580,Privé
32048,690011614,Privé
32049,690011630,Privé
32050,690011663,Privé
32051,690011697,Privé
32052,690011713,Privé
32053,690011739,Privé
32054,690011747,Privé
32055,690011762,Privé
32056,690011788,Privé
32057,690011796,Privé
32058,690011812,Privé
32059,690011846,Privé
32060,690011861,Privé
32061,690011879,Privé
32062,690011895,Privé
32063,690011911,Privé
32064,690011929,Privé
32065,690011945,Privé
32066,690011960,Privé
32067,690011994,Privé
32068,690012075,Privé
32069,690012091,Privé
32070,690012125,Privé
32071,690012141,Privé
32072,690012174,Privé
32073,690012190,Privé
32074,690012224,Privé
32075,690012240,Privé
32076,690012265,Privé
32077,690012281,Privé
32078,690012315,Privé
32079,690012331,Privé
32080,690012364,Privé
32081,690012380,Privé
32082,690012398,Privé
32083,690012414,Privé
32084,690012430,Privé
32085,690012463,Privé
32086,690012497,Privé
32087,690012513,Privé
32088,690012547,Privé
32089,690012562,Privé
32090,690012596,Privé
32091,690012612,Privé
32092,690012646,Privé
32093,690012661,Privé
32094,690012695,Privé
32095,690012711,Privé
32096,690012745,Privé
32097,690012760,Privé
32098,690012794,Privé
32099,690012810,Privé
32100,690012844,Privé
32101,690012877,Privé
32102,690012893,Privé
32103,690012927,Privé
32104,690012943,Privé
32105,690012976,Privé
32106,690012992,Privé
32107,690013024,Privé
32108,690013040,Privé
32109,690013065,Privé
32110,690013081,Privé
32111,690013115,Privé
32112,690013131,Privé
32113,690013180,Privé
32114,690013214,Privé
32115,690013230,Privé
32116,690013263,Privé
32117,690013297,Privé
32118,690013313,Privé
32119,690013347,Privé
32120,690013362,Privé
32121,690013412,Privé
32122,690013446,Privé
32123,690013461,Privé
32124,690013495,Privé
32125,690013511,Privé
32126,690013545,Privé
32127,690013560,Privé
32128,690013594,Privé
32129,690013610,Privé
32130,690013644,Privé
32131,690013677,Privé
32132,690013693,Privé
32133,690013727,Privé
32134,690013743,Privé
32135,690013768,Privé
32136,690013776,Privé
32137,690013792,Privé
32138,690013826,Privé
32139,690013875,Privé
32140,690013891,Privé
32141,690013925,Privé
32142,690013990,Privé
32143,690014014,Privé
32144,690014030,Privé
32145,690014063,Privé
32146,690014097,Privé
32147,690014113,Privé
32148,690014147,Privé
32149,690014162,Privé
32150,690014196,Privé
32151,690014212,Privé
32152,690014246,Privé
32153,690014261,Privé
32154,690014295,Privé
32155,690014311,Privé
32156,690014345,Privé
32157,690014394,Privé
32158,690014410,Privé
32159,690014477,Privé
32160,690014493,Privé
32161,690014519,Privé
32162,690014527,Privé
32163,690014543,Privé
32164,690014576,Privé
32165,690014592,Privé
32166,690014626,Privé
32167,690014642,Privé
32168,690014675,Privé
32169,690014691,Privé
32170,690014725,Privé
32171,690014741,Privé
32172,690014774,Privé
32173,690014790,Privé
32174,690014824,Privé
32175,690014840,Privé
32176,690014865,Privé
32177,690014881,Privé
32178,690014915,Privé
32179,690014931,Privé
32180,690014964,Privé
32181,690014980,Privé
32182,690015011,Privé
32183,690015045,Privé
32184,690015060,Privé
32185,690015094,Privé
32186,690015110,Privé
32187,690015144,Privé
32188,690015177,Privé
32189,690015193,Privé
32190,690015227,Privé
32191,690015243,Privé
32192,690015276,Privé
32193,690015292,Privé
32194,690015326,Privé
32195,690015342,Privé
32196,690015375,Privé
32197,690015391,Privé
32198,690015409,Privé
32199,690015425,Privé
32200,690015441,Privé
32201,690015474,Privé
32202,690015490,Privé
32203,690015524,Privé
32204,690015540,Privé
32205,690015565,Privé
32206,690015581,Privé
32207,690015615,Privé
32208,690015631,Privé
32209,690015664,Privé
32210,690015680,Privé
32211,690015714,Privé
32212,690015730,Privé
32213,690015763,Privé
32214,690015797,Privé
32215,690015847,Privé
32216,690015862,Privé
32217,690015896,Privé
32218,690015912,Privé
32219,690015946,Privé
32220,690015961,Privé
32221,690015995,Privé
32222,690016027,Privé
32223,690016043,Privé
32224,690016076,Privé
32225,690016092,Privé
32226,690016126,Privé
32227,690016142,Privé
32228,690016175,Privé
32229,690016191,Privé
32230,690016225,Privé
32231,690016241,Privé
32232,690016274,Privé
32233,690016290,Privé
32234,690016324,Privé
32235,690016340,Privé
32236,690016365,Privé
32237,690016381,Privé
32238,690016415,Privé
32239,690016431,Privé
32240,690016464,Privé
32241,690016480,Privé
32242,690016514,Privé
32243,690016530,Privé
